,query,month,unique_channels,new_views,hours_watched
3497,Two If By Tea,November 2017,0,0,0
3498,Two If By Tea,October 2017,0,0,0
3499,XINGtea,May 2019,0,0,0
3500,XINGtea,April 2019,0,0,0
3501,XINGtea,March 2019,0,0,0
3502,XINGtea,February 2019,0,0,0
3503,XINGtea,January 2019,0,0,0
3504,XINGtea,December 2018,0,0,0
3505,XINGtea,November 2018,0,0,0
3506,XINGtea,October 2018,0,0,0
3507,XINGtea,September 2018,0,0,0
3508,XINGtea,August 2018,0,0,0
3509,XINGtea,July 2018,0,0,0
3510,XINGtea,June 2018,0,0,0
3511,XINGtea,May 2018,0,0,0
3512,XINGtea,April 2018,0,0,0
3513,XINGtea,March 2018,0,0,0
3514,XINGtea,February 2018,0,0,0
3515,XINGtea,January 2018,0,0,0
3516,XINGtea,December 2017,0,0,0
3517,XINGtea,November 2017,0,0,0
3518,XINGtea,October 2017,0,0,0
3519,Apple & Eve,May 2019,0,0,0
3520,Apple & Eve,April 2019,0,0,0
3521,Apple & Eve,March 2019,0,0,0
3522,Apple & Eve,February 2019,0,0,0
3523,Apple & Eve,January 2019,0,0,0
3524,Apple & Eve,December 2018,0,0,0
3525,Apple & Eve,November 2018,0,0,0
3526,Apple & Eve,October 2018,0,0,0
3527,Apple & Eve,September 2018,0,0,0
3528,Apple & Eve,August 2018,0,0,0
3529,Apple & Eve,July 2018,0,0,0
3530,Apple & Eve,June 2018,0,0,0
3531,Apple & Eve,May 2018,0,0,0
3532,Apple & Eve,April 2018,0,0,0
3533,Apple & Eve,March 2018,0,0,0
3534,Apple & Eve,February 2018,0,0,0
3535,Apple & Eve,January 2018,0,0,0
3536,Apple & Eve,December 2017,0,0,0
3537,Apple & Eve,November 2017,0,0,0
3538,Apple & Eve,October 2017,0,0,0
3539,McDonald’s,May 2019,3,157,109
3540,McDonald’s,April 2019,3,248,269
3541,McDonald’s,March 2019,2,645,522
3542,McDonald’s,February 2019,1,36,53
3543,McDonald’s,January 2019,2,173,222
3544,McDonald’s,December 2018,4,109,76
3545,McDonald’s,November 2018,1,505,277
3546,McDonald’s,October 2018,3,207,68
3547,McDonald’s,September 2018,3,516,220
3548,McDonald’s,August 2018,1,143,26
3549,McDonald’s,July 2018,1,247,118
3550,McDonald’s,June 2018,1,52,45
3551,McDonald’s,May 2018,1,201,125
3552,McDonald’s,April 2018,1,168,71
3553,McDonald’s,March 2018,1,257,132
3554,McDonald’s,February 2018,1,167,44
3555,McDonald’s,January 2018,0,0,0
3556,McDonald’s,December 2017,1,563,147
3557,McDonald’s,November 2017,1,408,178
3558,McDonald’s,October 2017,1,200,79
3559,McD's,May 2019,4,850,310
3560,McD's,April 2019,3,137,84
3561,McD's,March 2019,2,220,140
3562,McD's,February 2019,2,36,25
3563,McD's,January 2019,2,215,129
3564,McD's,December 2018,4,28,10
3565,McD's,November 2018,2,111,77
3566,McD's,October 2018,4,256,77
3567,McD's,September 2018,2,203,88
3568,McD's,August 2018,2,206,59
3569,McD's,July 2018,2,60,11
3570,McD's,June 2018,1,65,18
3571,McD's,May 2018,3,772,344
3572,McD's,April 2018,2,461,280
3573,McD's,March 2018,0,0,0
3574,McD's,February 2018,1,0,1
3575,McD's,January 2018,1,0,0
3576,McD's,December 2017,1,57,22
3577,McD's,November 2017,2,5,9
3578,McD's,October 2017,1,256,154
3579,Subway,May 2019,101,"159,353","57,229"
3580,Subway,April 2019,113,"143,407","65,892"
3581,Subway,March 2019,83,"55,043","32,941"
3582,Subway,February 2019,76,"50,444","24,387"
3583,Subway,January 2019,92,"82,305","58,529"
3584,Subway,December 2018,94,"75,139","71,677"
3585,Subway,November 2018,80,"83,653","89,766"
3586,Subway,October 2018,90,"95,097","108,222"
3587,Subway,September 2018,77,"80,924","59,553"
3588,Subway,August 2018,80,"74,156","37,879"
3589,Subway,July 2018,67,"93,882","48,181"
3590,Subway,June 2018,71,"119,251","57,480"
3591,Subway,May 2018,78,"117,878","57,729"
3592,Subway,April 2018,80,"81,939","42,521"
3593,Subway,March 2018,77,"109,978","44,175"
3594,Subway,February 2018,70,"95,518","40,326"
3595,Subway,January 2018,75,"407,433","129,349"
3596,Subway,December 2017,76,"136,154","83,571"
3597,Subway,November 2017,70,"602,619","326,052"
3598,Subway,October 2017,72,"443,918","170,692"
3599,Starbucks,May 2019,157,"162,801","93,320"
3600,Starbucks,April 2019,157,"187,263","100,402"
3601,Starbucks,March 2019,107,"182,115","97,974"
3602,Starbucks,February 2019,96,"122,865","48,612"
3603,Starbucks,January 2019,120,"187,059","87,261"
3604,Starbucks,December 2018,117,"234,416","133,969"
3605,Starbucks,November 2018,101,"119,097","50,454"
3606,Starbucks,October 2018,113,"146,516","67,306"
3607,Starbucks,September 2018,94,"99,074","63,634"
3608,Starbucks,August 2018,95,"50,872","22,469"
3609,Starbucks,July 2018,83,"142,450","73,300"
3610,Starbucks,June 2018,101,"100,412","57,118"
3611,Starbucks,May 2018,118,"357,076","68,621"
3612,Starbucks,April 2018,119,"1,006,209","83,322"
3613,Starbucks,March 2018,105,"192,667","55,915"
3614,Starbucks,February 2018,93,"143,790","43,245"
3615,Starbucks,January 2018,100,"153,875","38,385"
3616,Starbucks,December 2017,99,"169,535","53,240"
3617,Starbucks,November 2017,91,"111,004","44,794"
3618,Starbucks,October 2017,101,"273,600","72,832"
3619,Wendy’s,May 2019,2,"3,862","2,073"
3620,Wendy’s,April 2019,2,"2,972","1,717"
3621,Wendy’s,March 2019,1,"4,698","2,220"
3622,Wendy’s,February 2019,1,"2,782","1,309"
3623,Wendy’s,January 2019,1,182,92
3624,Wendy’s,December 2018,0,0,0
3625,Wendy’s,November 2018,2,"8,023","4,471"
3626,Wendy’s,October 2018,1,4,4
3627,Wendy’s,September 2018,0,0,0
3628,Wendy’s,August 2018,0,0,0
3629,Wendy’s,July 2018,0,0,0
3630,Wendy’s,June 2018,0,0,0
3631,Wendy’s,May 2018,1,78,45
3632,Wendy’s,April 2018,1,282,185
3633,Wendy’s,March 2018,0,0,0
3634,Wendy’s,February 2018,1,131,40
3635,Wendy’s,January 2018,0,0,0
3636,Wendy’s,December 2017,0,0,0
3637,Wendy’s,November 2017,0,0,0
3638,Wendy’s,October 2017,1,20,6
3639,Burger King,May 2019,47,"15,001","7,848"
3640,Burger King,April 2019,52,"21,189","12,712"
3641,Burger King,March 2019,35,"21,616","11,394"
3642,Burger King,February 2019,32,"17,542","7,666"
3643,Burger King,January 2019,40,"14,851","5,935"
3644,Burger King,December 2018,43,"10,366","4,135"
3645,Burger King,November 2018,32,"12,611","6,216"
3646,Burger King,October 2018,40,"13,218","6,316"
3647,Burger King,September 2018,34,"125,907","61,922"
3648,Burger King,August 2018,43,"186,960","139,826"
3649,Burger King,July 2018,33,"7,292","2,538"
3650,Burger King,June 2018,36,"12,407","3,267"
3651,Burger King,May 2018,39,"73,173","36,476"
3652,Burger King,April 2018,33,"83,102","48,245"
3653,Burger King,March 2018,26,"5,915","1,567"
3654,Burger King,February 2018,27,"5,719","1,899"
3655,Burger King,January 2018,19,"9,374","4,342"
3656,Burger King,December 2017,18,"9,242","2,758"
3657,Burger King,November 2017,26,"26,826","7,915"
3658,Burger King,October 2017,23,"8,891","3,796"
3659,Taco Bell,May 2019,169,"8,202,383","6,650,778"
3660,Taco Bell,April 2019,175,"1,670,388","1,173,088"
3661,Taco Bell,March 2019,136,"118,984","98,572"
3662,Taco Bell,February 2019,116,"1,726,075","991,393"
3663,Taco Bell,January 2019,148,"3,325,567","2,717,611"
3664,Taco Bell,December 2018,136,"2,796,469","2,708,076"
3665,Taco Bell,November 2018,125,"2,539,125","2,113,473"
3666,Taco Bell,October 2018,118,"2,412,002","2,202,545"
3667,Taco Bell,September 2018,138,"3,161,942","2,812,515"
3668,Taco Bell,August 2018,121,"4,510,709","3,599,879"
3669,Taco Bell,July 2018,125,"3,017,192","2,562,721"
3670,Taco Bell,June 2018,127,"1,174,919","964,225"
3671,Taco Bell,May 2018,122,"1,064,686","782,585"
3672,Taco Bell,April 2018,132,"1,163,562","847,813"
3673,Taco Bell,March 2018,134,"1,372,028","1,031,934"
3674,Taco Bell,February 2018,123,"999,941","691,288"
3675,Taco Bell,January 2018,87,"41,934","19,125"
3676,Taco Bell,December 2017,82,"1,350,434","1,119,838"
3677,Taco Bell,November 2017,108,"1,868,800","1,543,659"
3678,Taco Bell,October 2017,110,"1,236,927","970,965"
3679,Dunkin’ Donuts,May 2019,0,0,0
3680,Dunkin’ Donuts,April 2019,0,0,0
3681,Dunkin’ Donuts,March 2019,0,0,0
3682,Dunkin’ Donuts,February 2019,0,0,0
3683,Dunkin’ Donuts,January 2019,0,0,0
3684,Dunkin’ Donuts,December 2018,0,0,0
3685,Dunkin’ Donuts,November 2018,0,0,0
3686,Dunkin’ Donuts,October 2018,0,0,0
3687,Dunkin’ Donuts,September 2018,0,0,0
3688,Dunkin’ Donuts,August 2018,0,0,0
3689,Dunkin’ Donuts,July 2018,0,0,0
3690,Dunkin’ Donuts,June 2018,0,0,0
3691,Dunkin’ Donuts,May 2018,0,0,0
3692,Dunkin’ Donuts,April 2018,0,0,0
3693,Dunkin’ Donuts,March 2018,0,0,0
3694,Dunkin’ Donuts,February 2018,0,0,0
3695,Dunkin’ Donuts,January 2018,0,0,0
3696,Dunkin’ Donuts,December 2017,0,0,0
3697,Dunkin’ Donuts,November 2017,0,0,0
3698,Dunkin’ Donuts,October 2017,0,0,0
3699,Pizza Hut,May 2019,29,"34,924","22,149"
3700,Pizza Hut,April 2019,27,"15,236","9,853"
3701,Pizza Hut,March 2019,24,"18,216","12,737"
3702,Pizza Hut,February 2019,20,"18,763","10,975"
3703,Pizza Hut,January 2019,22,"20,242","15,013"
3704,Pizza Hut,December 2018,21,"18,735","11,627"
3705,Pizza Hut,November 2018,26,"11,359","5,092"
3706,Pizza Hut,October 2018,26,"26,305","11,767"
3707,Pizza Hut,September 2018,20,"25,772","7,723"
3708,Pizza Hut,August 2018,17,"9,784","4,250"
3709,Pizza Hut,July 2018,15,"10,102","5,177"
3710,Pizza Hut,June 2018,20,"19,239","9,313"
3711,Pizza Hut,May 2018,24,"15,360","8,616"
3712,Pizza Hut,April 2018,20,"15,891","7,870"
3713,Pizza Hut,March 2018,20,"17,970","6,811"
3714,Pizza Hut,February 2018,20,"9,132","4,217"
3715,Pizza Hut,January 2018,20,"15,875","5,812"
3716,Pizza Hut,December 2017,18,"6,828","2,681"
3717,Pizza Hut,November 2017,17,"5,646","4,179"
3718,Pizza Hut,October 2017,18,"10,534","5,926"
3719,Chick-fil-A,May 2019,5,"2,713",911
3720,Chick-fil-A,April 2019,3,"1,570",733
3721,Chick-fil-A,March 2019,2,"1,951",783
3722,Chick-fil-A,February 2019,3,"1,166",288
3723,Chick-fil-A,January 2019,4,"1,242",320
3724,Chick-fil-A,December 2018,5,"10,799","9,188"
3725,Chick-fil-A,November 2018,4,"11,800","11,860"
3726,Chick-fil-A,October 2018,5,"9,602","9,539"
3727,Chick-fil-A,September 2018,4,952,272
3728,Chick-fil-A,August 2018,3,"34,616","14,861"
3729,Chick-fil-A,July 2018,2,280,123
3730,Chick-fil-A,June 2018,1,74,27
3731,Chick-fil-A,May 2018,3,"2,656","7,070"
3732,Chick-fil-A,April 2018,4,"8,441","8,188"
3733,Chick-fil-A,March 2018,1,101,52
3734,Chick-fil-A,February 2018,1,67,33
3735,Chick-fil-A,January 2018,3,495,519
3736,Chick-fil-A,December 2017,2,702,310
3737,Chick-fil-A,November 2017,1,159,94
3738,Chick-fil-A,October 2017,2,216,120
3739,KFC,May 2019,395,"3,869,524","1,499,130"
3740,KFC,April 2019,384,"2,492,512","1,007,607"
3741,KFC,March 2019,254,"2,175,856","924,424"
3742,KFC,February 2019,264,"1,918,168","693,481"
3743,KFC,January 2019,303,"968,031","395,923"
3744,KFC,December 2018,264,"329,679","151,665"
3745,KFC,November 2018,277,"1,204,440","531,065"
3746,KFC,October 2018,277,"1,710,552","876,720"
3747,KFC,September 2018,252,"1,471,427","702,410"
3748,KFC,August 2018,254,"1,169,494","459,254"
3749,KFC,July 2018,240,"1,221,839","508,026"
3750,KFC,June 2018,234,"966,311","493,973"
3751,KFC,May 2018,250,"276,134","137,398"
3752,KFC,April 2018,246,"294,735","158,575"
3753,KFC,March 2018,219,"1,283,386","322,939"
3754,KFC,February 2018,222,"1,045,188","381,151"
3755,KFC,January 2018,204,"690,576","330,842"
3756,KFC,December 2017,201,"836,732","371,767"
3757,KFC,November 2017,180,"838,875","458,728"
3758,KFC,October 2017,160,"781,413","368,851"
3759,Panera Bread,May 2019,7,"7,763","2,084"
3760,Panera Bread,April 2019,8,"3,794",990
3761,Panera Bread,March 2019,4,609,403
3762,Panera Bread,February 2019,3,331,201
3763,Panera Bread,January 2019,1,118,43
3764,Panera Bread,December 2018,1,703,334
3765,Panera Bread,November 2018,2,447,274
3766,Panera Bread,October 2018,4,439,353
3767,Panera Bread,September 2018,3,626,287
3768,Panera Bread,August 2018,4,"1,259",596
3769,Panera Bread,July 2018,4,"2,229","1,062"
3770,Panera Bread,June 2018,4,"4,469","2,207"
3771,Panera Bread,May 2018,1,24,23
3772,Panera Bread,April 2018,2,103,25
3773,Panera Bread,March 2018,6,"7,363","2,672"
3774,Panera Bread,February 2018,6,"6,949","2,308"
3775,Panera Bread,January 2018,4,"4,013","1,439"
3776,Panera Bread,December 2017,3,"2,799","1,365"
3777,Panera Bread,November 2017,4,"3,760","1,729"
3778,Panera Bread,October 2017,4,"2,637",790
3779,Domino’s,May 2019,3,"4,473","2,513"
3780,Domino’s,April 2019,2,"2,982","2,411"
3781,Domino’s,March 2019,0,0,0
3782,Domino’s,February 2019,1,"3,827","1,591"
3783,Domino’s,January 2019,1,"4,859","2,251"
3784,Domino’s,December 2018,1,"4,928","2,737"
3785,Domino’s,November 2018,1,"3,414","1,564"
3786,Domino’s,October 2018,1,"3,092","1,424"
3787,Domino’s,September 2018,1,124,40
3788,Domino’s,August 2018,1,"1,826",864
3789,Domino’s,July 2018,0,0,0
3790,Domino’s,June 2018,0,0,0
3791,Domino’s,May 2018,1,"1,900",858
3792,Domino’s,April 2018,1,"1,906",780
3793,Domino’s,March 2018,0,0,0
3794,Domino’s,February 2018,0,0,0
3795,Domino’s,January 2018,1,"2,553",561
3796,Domino’s,December 2017,1,"1,709",666
3797,Domino’s,November 2017,0,0,0
3798,Domino’s,October 2017,0,0,0
3799,Jack in the Box,May 2019,18,"17,608","4,515"
3800,Jack in the Box,April 2019,16,"20,930","6,602"
3801,Jack in the Box,March 2019,8,"21,866","8,753"
3802,Jack in the Box,February 2019,9,"21,843","7,012"
3803,Jack in the Box,January 2019,11,"27,365","9,764"
3804,Jack in the Box,December 2018,13,"5,031","3,556"
3805,Jack in the Box,November 2018,9,"3,319","2,454"
3806,Jack in the Box,October 2018,7,"1,541","1,161"
3807,Jack in the Box,September 2018,9,"2,076","1,108"
3808,Jack in the Box,August 2018,8,"1,588",945
3809,Jack in the Box,July 2018,8,"50,702","3,331"
3810,Jack in the Box,June 2018,7,"1,051",534
3811,Jack in the Box,May 2018,8,"1,815",967
3812,Jack in the Box,April 2018,7,"2,207","1,436"
3813,Jack in the Box,March 2018,7,"1,991","1,274"
3814,Jack in the Box,February 2018,8,"1,680","1,043"
3815,Jack in the Box,January 2018,7,"2,949","1,719"
3816,Jack in the Box,December 2017,9,"1,935",858
3817,Jack in the Box,November 2017,4,643,364
3818,Jack in the Box,October 2017,7,930,554
3819,Arby’s,May 2019,0,0,0
3820,Arby’s,April 2019,0,0,0
3821,Arby’s,March 2019,0,0,0
3822,Arby’s,February 2019,0,0,0
3823,Arby’s,January 2019,0,0,0
3824,Arby’s,December 2018,0,0,0
3825,Arby’s,November 2018,0,0,0
3826,Arby’s,October 2018,0,0,0
3827,Arby’s,September 2018,0,0,0
3828,Arby’s,August 2018,0,0,0
3829,Arby’s,July 2018,0,0,0
3830,Arby’s,June 2018,0,0,0
3831,Arby’s,May 2018,0,0,0
3832,Arby’s,April 2018,0,0,0
3833,Arby’s,March 2018,0,0,0
3834,Arby’s,February 2018,0,0,0
3835,Arby’s,January 2018,0,0,0
3836,Arby’s,December 2017,0,0,0
3837,Arby’s,November 2017,0,0,0
3838,Arby’s,October 2017,0,0,0
3839,Chipotle,May 2019,139,"4,588,390","3,767,625"
3840,Chipotle,April 2019,141,"3,745,868","3,090,679"
3841,Chipotle,March 2019,97,"3,715,845","2,767,176"
3842,Chipotle,February 2019,104,"966,826","763,431"
3843,Chipotle,January 2019,134,"7,587,327","5,127,452"
3844,Chipotle,December 2018,136,"7,388,078","6,603,888"
3845,Chipotle,November 2018,119,"6,867,705","5,687,711"
3846,Chipotle,October 2018,113,"681,890","430,769"
3847,Chipotle,September 2018,104,"9,929,762","6,131,466"
3848,Chipotle,August 2018,101,"13,831,889","8,884,803"
3849,Chipotle,July 2018,100,"9,125,712","6,473,246"
3850,Chipotle,June 2018,106,"17,497,218","12,095,210"
3851,Chipotle,May 2018,91,"12,883,290","7,816,073"
3852,Chipotle,April 2018,92,"384,176","220,015"
3853,Chipotle,March 2018,90,"303,330","126,723"
3854,Chipotle,February 2018,89,"473,906","148,256"
3855,Chipotle,January 2018,80,"518,508","187,991"
3856,Chipotle,December 2017,77,"488,179","276,380"
3857,Chipotle,November 2017,69,"308,647","169,836"
3858,Chipotle,October 2017,77,"290,394","165,953"
3859,Papa John’s,May 2019,0,0,0
3860,Papa John’s,April 2019,0,0,0
3861,Papa John’s,March 2019,0,0,0
3862,Papa John’s,February 2019,0,0,0
3863,Papa John’s,January 2019,0,0,0
3864,Papa John’s,December 2018,1,23,23
3865,Papa John’s,November 2018,0,0,0
3866,Papa John’s,October 2018,1,49,2
3867,Papa John’s,September 2018,0,0,0
3868,Papa John’s,August 2018,0,0,0
3869,Papa John’s,July 2018,0,0,0
3870,Papa John’s,June 2018,0,0,0
3871,Papa John’s,May 2018,0,0,0
3872,Papa John’s,April 2018,0,0,0
3873,Papa John’s,March 2018,0,0,0
3874,Papa John’s,February 2018,0,0,0
3875,Papa John’s,January 2018,0,0,0
3876,Papa John’s,December 2017,0,0,0
3877,Papa John’s,November 2017,0,0,0
3878,Papa John’s,October 2017,0,0,0
3879,Dairy Queen,May 2019,6,"2,434",746
3880,Dairy Queen,April 2019,7,"1,391",628
3881,Dairy Queen,March 2019,8,"2,097",840
3882,Dairy Queen,February 2019,3,"4,751",246
3883,Dairy Queen,January 2019,5,970,531
3884,Dairy Queen,December 2018,5,"2,734",581
3885,Dairy Queen,November 2018,5,"1,387",556
3886,Dairy Queen,October 2018,7,"1,072",284
3887,Dairy Queen,September 2018,7,"1,283",616
3888,Dairy Queen,August 2018,5,998,460
3889,Dairy Queen,July 2018,4,"1,472",338
3890,Dairy Queen,June 2018,8,"2,000",414
3891,Dairy Queen,May 2018,9,"2,506",825
3892,Dairy Queen,April 2018,7,"2,151",551
3893,Dairy Queen,March 2018,5,"2,177",663
3894,Dairy Queen,February 2018,8,"2,851",863
3895,Dairy Queen,January 2018,6,"4,252","1,552"
3896,Dairy Queen,December 2017,7,"2,261","1,141"
3897,Dairy Queen,November 2017,5,671,292
3898,Dairy Queen,October 2017,4,"1,038",175
3899,Popeyes,May 2019,65,"160,404","137,691"
3900,Popeyes,April 2019,66,"168,315","151,176"
3901,Popeyes,March 2019,56,"98,713","81,667"
3902,Popeyes,February 2019,43,"57,549","30,395"
3903,Popeyes,January 2019,58,"83,019","60,796"
3904,Popeyes,December 2018,59,"99,485","78,882"
3905,Popeyes,November 2018,57,"99,271","65,645"
3906,Popeyes,October 2018,55,"112,579","77,027"
3907,Popeyes,September 2018,44,"113,937","69,485"
3908,Popeyes,August 2018,48,"96,841","55,602"
3909,Popeyes,July 2018,54,"128,874","77,500"
3910,Popeyes,June 2018,38,"85,107","56,847"
3911,Popeyes,May 2018,43,"88,093","54,943"
3912,Popeyes,April 2018,38,"77,576","56,187"
3913,Popeyes,March 2018,42,"87,925","54,901"
3914,Popeyes,February 2018,37,"72,469","40,774"
3915,Popeyes,January 2018,23,"64,823","55,531"
3916,Popeyes,December 2017,41,"47,126","26,787"
3917,Popeyes,November 2017,38,"37,106","16,743"
3918,Popeyes,October 2017,38,"22,995","15,719"
3919,Hardee’s,May 2019,0,0,0
3920,Hardee’s,April 2019,0,0,0
3921,Hardee’s,March 2019,0,0,0
3922,Hardee’s,February 2019,0,0,0
3923,Hardee’s,January 2019,0,0,0
3924,Hardee’s,December 2018,0,0,0
3925,Hardee’s,November 2018,0,0,0
3926,Hardee’s,October 2018,0,0,0
3927,Hardee’s,September 2018,0,0,0
3928,Hardee’s,August 2018,0,0,0
3929,Hardee’s,July 2018,0,0,0
3930,Hardee’s,June 2018,0,0,0
3931,Hardee’s,May 2018,0,0,0
3932,Hardee’s,April 2018,0,0,0
3933,Hardee’s,March 2018,0,0,0
3934,Hardee’s,February 2018,0,0,0
3935,Hardee’s,January 2018,0,0,0
3936,Hardee’s,December 2017,0,0,0
3937,Hardee’s,November 2017,0,0,0
3938,Hardee’s,October 2017,0,0,0
3939,Little Caesars,May 2019,7,550,248
3940,Little Caesars,April 2019,5,385,187
3941,Little Caesars,March 2019,2,17,5
3942,Little Caesars,February 2019,5,"1,481",334
3943,Little Caesars,January 2019,1,"2,863",824
3944,Little Caesars,December 2018,1,14,8
3945,Little Caesars,November 2018,5,639,281
3946,Little Caesars,October 2018,5,"1,386",354
3947,Little Caesars,September 2018,5,532,147
3948,Little Caesars,August 2018,4,588,110
3949,Little Caesars,July 2018,4,"2,625",642
3950,Little Caesars,June 2018,7,"3,408","1,436"
3951,Little Caesars,May 2018,2,929,158
3952,Little Caesars,April 2018,3,65,14
3953,Little Caesars,March 2018,2,5,15
3954,Little Caesars,February 2018,4,435,234
3955,Little Caesars,January 2018,7,576,93
3956,Little Caesars,December 2017,4,588,447
3957,Little Caesars,November 2017,2,11,4
3958,Little Caesars,October 2017,4,963,643
3959,Carl’s Jr.,May 2019,0,0,0
3960,Carl’s Jr.,April 2019,0,0,0
3961,Carl’s Jr.,March 2019,0,0,0
3962,Carl’s Jr.,February 2019,0,0,0
3963,Carl’s Jr.,January 2019,0,0,0
3964,Carl’s Jr.,December 2018,0,0,0
3965,Carl’s Jr.,November 2018,0,0,0
3966,Carl’s Jr.,October 2018,0,0,0
3967,Carl’s Jr.,September 2018,0,0,0
3968,Carl’s Jr.,August 2018,0,0,0
3969,Carl’s Jr.,July 2018,0,0,0
3970,Carl’s Jr.,June 2018,0,0,0
3971,Carl’s Jr.,May 2018,0,0,0
3972,Carl’s Jr.,April 2018,0,0,0
3973,Carl’s Jr.,March 2018,0,0,0
3974,Carl’s Jr.,February 2018,0,0,0
3975,Carl’s Jr.,January 2018,0,0,0
3976,Carl’s Jr.,December 2017,0,0,0
3977,Carl’s Jr.,November 2017,0,0,0
3978,Carl’s Jr.,October 2017,0,0,0
3979,Quiznos,May 2019,2,"1,161",589
3980,Quiznos,April 2019,2,"1,797",843
3981,Quiznos,March 2019,1,309,97
3982,Quiznos,February 2019,2,321,119
3983,Quiznos,January 2019,1,"2,455","1,441"
3984,Quiznos,December 2018,0,0,0
3985,Quiznos,November 2018,0,0,0
3986,Quiznos,October 2018,0,0,0
3987,Quiznos,September 2018,0,0,0
3988,Quiznos,August 2018,0,0,0
3989,Quiznos,July 2018,0,0,0
3990,Quiznos,June 2018,1,1,2
3991,Quiznos,May 2018,0,0,0
3992,Quiznos,April 2018,0,0,0
3993,Quiznos,March 2018,0,0,0
3994,Quiznos,February 2018,0,0,0
3995,Quiznos,January 2018,0,0,0
3996,Quiznos,December 2017,0,0,0
3997,Quiznos,November 2017,0,0,0
3998,Quiznos,October 2017,1,0,0
3999,Long John Silver’s,May 2019,0,0,0
4000,Long John Silver’s,April 2019,0,0,0
4001,Long John Silver’s,March 2019,0,0,0
4002,Long John Silver’s,February 2019,0,0,0
4003,Long John Silver’s,January 2019,0,0,0
4004,Long John Silver’s,December 2018,0,0,0
4005,Long John Silver’s,November 2018,0,0,0
4006,Long John Silver’s,October 2018,0,0,0
4007,Long John Silver’s,September 2018,0,0,0
4008,Long John Silver’s,August 2018,0,0,0
4009,Long John Silver’s,July 2018,0,0,0
4010,Long John Silver’s,June 2018,0,0,0
4011,Long John Silver’s,May 2018,0,0,0
4012,Long John Silver’s,April 2018,0,0,0
4013,Long John Silver’s,March 2018,0,0,0
4014,Long John Silver’s,February 2018,0,0,0
4015,Long John Silver’s,January 2018,0,0,0
4016,Long John Silver’s,December 2017,0,0,0
4017,Long John Silver’s,November 2017,0,0,0
4018,Long John Silver’s,October 2017,0,0,0
4019,Boston Market,May 2019,0,0,0
4020,Boston Market,April 2019,0,0,0
4021,Boston Market,March 2019,0,0,0
4022,Boston Market,February 2019,0,0,0
4023,Boston Market,January 2019,0,0,0
4024,Boston Market,December 2018,0,0,0
4025,Boston Market,November 2018,0,0,0
4026,Boston Market,October 2018,0,0,0
4027,Boston Market,September 2018,0,0,0
4028,Boston Market,August 2018,0,0,0
4029,Boston Market,July 2018,0,0,0
4030,Boston Market,June 2018,0,0,0
4031,Boston Market,May 2018,0,0,0
4032,Boston Market,April 2018,0,0,0
4033,Boston Market,March 2018,0,0,0
4034,Boston Market,February 2018,0,0,0
4035,Boston Market,January 2018,0,0,0
4036,Boston Market,December 2017,0,0,0
4037,Boston Market,November 2017,0,0,0
4038,Boston Market,October 2017,0,0,0
4039,CiCi’s Pizza,May 2019,0,0,0
4040,CiCi’s Pizza,April 2019,0,0,0
4041,CiCi’s Pizza,March 2019,0,0,0
4042,CiCi’s Pizza,February 2019,0,0,0
4043,CiCi’s Pizza,January 2019,0,0,0
4044,CiCi’s Pizza,December 2018,0,0,0
4045,CiCi’s Pizza,November 2018,0,0,0
4046,CiCi’s Pizza,October 2018,0,0,0
4047,CiCi’s Pizza,September 2018,0,0,0
4048,CiCi’s Pizza,August 2018,0,0,0
4049,CiCi’s Pizza,July 2018,0,0,0
4050,CiCi’s Pizza,June 2018,0,0,0
4051,CiCi’s Pizza,May 2018,0,0,0
4052,CiCi’s Pizza,April 2018,0,0,0
4053,CiCi’s Pizza,March 2018,0,0,0
4054,CiCi’s Pizza,February 2018,0,0,0
4055,CiCi’s Pizza,January 2018,0,0,0
4056,CiCi’s Pizza,December 2017,0,0,0
4057,CiCi’s Pizza,November 2017,0,0,0
4058,CiCi’s Pizza,October 2017,0,0,0
4059,Snickers,May 2019,46,"25,392","10,753"
4060,Snickers,April 2019,46,"21,467","11,259"
4061,Snickers,March 2019,37,"16,313","9,404"
4062,Snickers,February 2019,38,"16,558","17,687"
4063,Snickers,January 2019,33,"21,667","25,619"
4064,Snickers,December 2018,42,"550,943","95,433"
4065,Snickers,November 2018,47,"578,633","112,048"
4066,Snickers,October 2018,54,"4,132,065","2,738,712"
4067,Snickers,September 2018,48,"842,546","154,365"
4068,Snickers,August 2018,45,"440,063","102,996"
4069,Snickers,July 2018,37,"28,958","12,910"
4070,Snickers,June 2018,47,"22,160","13,898"
4071,Snickers,May 2018,35,"16,980","9,976"
4072,Snickers,April 2018,33,"16,740","13,222"
4073,Snickers,March 2018,38,"23,668","12,504"
4074,Snickers,February 2018,43,"34,250","18,029"
4075,Snickers,January 2018,35,"19,603","12,052"
4076,Snickers,December 2017,35,"45,624","22,469"
4077,Snickers,November 2017,44,"39,805","16,136"
4078,Snickers,October 2017,39,"58,311","69,699"
4079,Reese's ,May 2019,12,"22,352","15,238"
4080,Reese's ,April 2019,16,"14,077","7,722"
4081,Reese's ,March 2019,9,"11,429","6,572"
4082,Reese's ,February 2019,10,"5,508","3,026"
4083,Reese's ,January 2019,10,"18,804","12,438"
4084,Reese's ,December 2018,10,"23,246","13,185"
4085,Reese's ,November 2018,6,"18,847","8,705"
