,query,month,unique_channels,new_views,hours_watched
0,General Mills,May 2019,2,521,138
1,General Mills,April 2019,2,5,8
2,General Mills,March 2019,1,100,97
3,General Mills,February 2019,1,"1,109",544
4,General Mills,January 2019,0,0,0
5,General Mills,December 2018,0,0,0
6,General Mills,November 2018,0,0,0
7,General Mills,October 2018,0,0,0
8,General Mills,September 2018,0,0,0
9,General Mills,August 2018,0,0,0
10,General Mills,July 2018,0,0,0
11,General Mills,June 2018,1,18,14
12,General Mills,May 2018,0,0,0
13,General Mills,April 2018,0,0,0
14,General Mills,March 2018,0,0,0
15,General Mills,February 2018,0,0,0
16,General Mills,January 2018,0,0,0
17,General Mills,December 2017,0,0,0
18,General Mills,November 2017,0,0,0
19,General Mills,October 2017,0,0,0
20,Yoplait,May 2019,0,0,0
21,Yoplait,April 2019,0,0,0
22,Yoplait,March 2019,0,0,0
23,Yoplait,February 2019,1,63,59
24,Yoplait,January 2019,1,3,0
25,Yoplait,December 2018,0,0,0
26,Yoplait,November 2018,0,0,0
27,Yoplait,October 2018,0,0,0
28,Yoplait,September 2018,0,0,0
29,Yoplait,August 2018,1,142,32
30,Yoplait,July 2018,1,6,12
31,Yoplait,June 2018,1,10,4
32,Yoplait,May 2018,1,61,39
33,Yoplait,April 2018,1,24,8
34,Yoplait,March 2018,1,90,15
35,Yoplait,February 2018,0,0,0
36,Yoplait,January 2018,0,0,0
37,Yoplait,December 2017,0,0,0
38,Yoplait,November 2017,0,0,0
39,Yoplait,October 2017,0,0,0
40,GoGurt,May 2019,0,0,0
41,GoGurt,April 2019,2,61,6
42,GoGurt,March 2019,1,26,13
43,GoGurt,February 2019,1,34,19
44,GoGurt,January 2019,3,100,50
45,GoGurt,December 2018,2,72,38
46,GoGurt,November 2018,2,116,39
47,GoGurt,October 2018,3,38,8
48,GoGurt,September 2018,1,39,12
49,GoGurt,August 2018,3,46,18
50,GoGurt,July 2018,2,141,28
51,GoGurt,June 2018,1,49,11
52,GoGurt,May 2018,1,13,25
53,GoGurt,April 2018,2,352,167
54,GoGurt,March 2018,0,0,0
55,GoGurt,February 2018,0,0,0
56,GoGurt,January 2018,1,288,31
57,GoGurt,December 2017,2,339,138
58,GoGurt,November 2017,2,342,192
59,GoGurt,October 2017,0,0,0
60,Trix,May 2019,555,"1,079,964","494,562"
61,Trix,April 2019,564,"746,245","312,487"
62,Trix,March 2019,436,"387,526","138,738"
63,Trix,February 2019,417,"551,795","206,296"
64,Trix,January 2019,506,"938,043","433,947"
65,Trix,December 2018,503,"658,350","302,226"
66,Trix,November 2018,439,"1,410,477","530,449"
67,Trix,October 2018,462,"879,641","424,129"
68,Trix,September 2018,478,"860,017","311,081"
69,Trix,August 2018,481,"1,509,732","451,412"
70,Trix,July 2018,460,"879,209","267,392"
71,Trix,June 2018,515,"917,914","293,346"
72,Trix,May 2018,517,"1,231,505","383,167"
73,Trix,April 2018,536,"1,914,190","418,301"
74,Trix,March 2018,524,"713,626","239,183"
75,Trix,February 2018,496,"628,312","223,043"
76,Trix,January 2018,459,"651,335","281,446"
77,Trix,December 2017,507,"932,245","340,629"
78,Trix,November 2017,512,"1,023,644","373,563"
79,Trix,October 2017,514,"728,162","195,325"
80,Betty Crocker,May 2019,1,501,236
81,Betty Crocker,April 2019,2,551,216
82,Betty Crocker,March 2019,2,735,301
83,Betty Crocker,February 2019,0,0,0
84,Betty Crocker,January 2019,1,0,0
85,Betty Crocker,December 2018,1,1,3
86,Betty Crocker,November 2018,0,0,0
87,Betty Crocker,October 2018,2,34,5
88,Betty Crocker,September 2018,1,2,0
89,Betty Crocker,August 2018,0,0,0
90,Betty Crocker,July 2018,0,0,0
91,Betty Crocker,June 2018,2,4,0
92,Betty Crocker,May 2018,0,0,0
93,Betty Crocker,April 2018,0,0,0
94,Betty Crocker,March 2018,1,20,2
95,Betty Crocker,February 2018,0,0,0
96,Betty Crocker,January 2018,1,1,1
97,Betty Crocker,December 2017,0,0,0
98,Betty Crocker,November 2017,0,0,0
99,Betty Crocker,October 2017,0,0,0
100,Fiber One,May 2019,0,0,0
101,Fiber One,April 2019,1,29,4
102,Fiber One,March 2019,0,0,0
103,Fiber One,February 2019,0,0,0
104,Fiber One,January 2019,0,0,0
105,Fiber One,December 2018,0,0,0
106,Fiber One,November 2018,0,0,0
107,Fiber One,October 2018,0,0,0
108,Fiber One,September 2018,0,0,0
109,Fiber One,August 2018,1,21,7
110,Fiber One,July 2018,1,1,1
111,Fiber One,June 2018,0,0,0
112,Fiber One,May 2018,0,0,0
113,Fiber One,April 2018,0,0,0
114,Fiber One,March 2018,0,0,0
115,Fiber One,February 2018,0,0,0
116,Fiber One,January 2018,0,0,0
117,Fiber One,December 2017,0,0,0
118,Fiber One,November 2017,0,0,0
119,Fiber One,October 2017,0,0,0
120,Nature Valley ,May 2019,0,0,0
121,Nature Valley ,April 2019,0,0,0
122,Nature Valley ,March 2019,0,0,0
123,Nature Valley ,February 2019,0,0,0
124,Nature Valley ,January 2019,0,0,0
125,Nature Valley ,December 2018,0,0,0
126,Nature Valley ,November 2018,1,5,3
127,Nature Valley ,October 2018,0,0,0
128,Nature Valley ,September 2018,0,0,0
129,Nature Valley ,August 2018,0,0,0
130,Nature Valley ,July 2018,0,0,0
131,Nature Valley ,June 2018,0,0,0
132,Nature Valley ,May 2018,1,73,96
133,Nature Valley ,April 2018,1,114,84
134,Nature Valley ,March 2018,0,0,0
135,Nature Valley ,February 2018,0,0,0
136,Nature Valley ,January 2018,0,0,0
137,Nature Valley ,December 2017,0,0,0
138,Nature Valley ,November 2017,0,0,0
139,Nature Valley ,October 2017,0,0,0
140,Chex,May 2019,"5,136","16,735,988","6,127,746"
141,Chex,April 2019,"5,074","16,146,187","6,156,815"
142,Chex,March 2019,"3,427","10,898,232","4,522,770"
143,Chex,February 2019,"3,239","10,151,596","3,536,731"
144,Chex,January 2019,"3,799","7,942,482","2,698,138"
145,Chex,December 2018,"3,486","6,460,891","2,239,162"
146,Chex,November 2018,"3,330","9,813,383","3,785,618"
147,Chex,October 2018,"3,103","9,410,497","3,956,586"
148,Chex,September 2018,"2,969","8,304,546","3,241,116"
149,Chex,August 2018,"2,642","8,275,097","3,194,664"
150,Chex,July 2018,"2,593","7,395,475","3,010,229"
151,Chex,June 2018,"2,495","7,575,199","2,735,167"
152,Chex,May 2018,"2,519","5,234,083","1,482,257"
153,Chex,April 2018,"2,421","4,518,795","1,311,226"
154,Chex,March 2018,"2,408","8,827,427","3,028,450"
155,Chex,February 2018,"2,126","7,056,575","3,079,299"
156,Chex,January 2018,"1,896","5,799,644","2,803,033"
157,Chex,December 2017,"2,010","5,725,826","2,455,694"
158,Chex,November 2017,"1,883","6,435,257","2,614,037"
159,Chex,October 2017,"1,898","5,520,725","2,479,890"
160,Kellogg,May 2019,5,241,90
161,Kellogg,April 2019,5,280,106
162,Kellogg,March 2019,7,642,304
163,Kellogg,February 2019,4,"1,105",269
164,Kellogg,January 2019,7,"2,465","1,110"
165,Kellogg,December 2018,8,"1,353",556
166,Kellogg,November 2018,6,"1,685",574
167,Kellogg,October 2018,6,"46,812","4,106"
168,Kellogg,September 2018,7,830,364
169,Kellogg,August 2018,8,"2,302",974
170,Kellogg,July 2018,7,"1,423","1,132"
171,Kellogg,June 2018,7,"1,917","1,407"
172,Kellogg,May 2018,5,469,106
173,Kellogg,April 2018,5,"1,983",524
174,Kellogg,March 2018,4,"1,420",332
175,Kellogg,February 2018,3,"1,131",141
176,Kellogg,January 2018,1,1,2
177,Kellogg,December 2017,3,159,38
178,Kellogg,November 2017,2,66,38
179,Kellogg,October 2017,4,28,12
180,Kashi ,May 2019,14,"39,577","24,073"
181,Kashi ,April 2019,16,"38,998","25,675"
182,Kashi ,March 2019,12,"40,497","25,010"
183,Kashi ,February 2019,8,"2,873","2,852"
184,Kashi ,January 2019,12,"3,331","1,487"
185,Kashi ,December 2018,15,"2,869",996
186,Kashi ,November 2018,17,"44,011","24,673"
187,Kashi ,October 2018,10,"63,748","24,700"
188,Kashi ,September 2018,11,"30,772","16,394"
189,Kashi ,August 2018,14,"40,550","19,546"
190,Kashi ,July 2018,11,"40,708","19,876"
191,Kashi ,June 2018,11,"39,907","19,432"
192,Keebler,May 2019,3,"4,746","2,601"
193,Keebler,April 2019,3,"7,118","4,873"
194,Keebler,March 2019,1,"7,309","3,625"
195,Keebler,February 2019,3,"1,153",445
196,Keebler,January 2019,3,"9,726","4,167"
197,Keebler,December 2018,3,"5,814","2,964"
198,Keebler,November 2018,3,"5,789","2,549"
199,Keebler,October 2018,2,"7,823","3,203"
200,Keebler,September 2018,3,"7,137","2,519"
201,Keebler,August 2018,2,"2,870",927
202,Keebler,July 2018,1,"8,607","2,577"
203,Keebler,June 2018,3,"6,650","1,837"
204,Keebler,May 2018,2,"7,315","2,500"
205,Keebler,April 2018,2,"8,585","2,495"
206,Keebler,March 2018,2,"8,985","1,901"
207,Keebler,February 2018,2,"15,872","3,745"
208,Keebler,January 2018,1,0,2
209,Keebler,December 2017,1,978,245
210,Keebler,November 2017,1,"11,046","3,921"
211,Keebler,October 2017,2,357,326
212,Nutri-Grain,May 2019,0,0,0
213,Nutri-Grain,April 2019,0,0,0
214,Nutri-Grain,March 2019,0,0,0
215,Nutri-Grain,February 2019,0,0,0
216,Nutri-Grain,January 2019,0,0,0
217,Nutri-Grain,December 2018,0,0,0
218,Nutri-Grain,November 2018,0,0,0
219,Nutri-Grain,October 2018,0,0,0
220,Nutri-Grain,September 2018,0,0,0
221,Nutri-Grain,August 2018,0,0,0
222,Nutri-Grain,July 2018,0,0,0
223,Nutri-Grain,June 2018,0,0,0
224,Nutri-Grain,May 2018,0,0,0
225,Nutri-Grain,April 2018,0,0,0
226,Nutri-Grain,March 2018,0,0,0
227,Nutri-Grain,February 2018,0,0,0
228,Nutri-Grain,January 2018,0,0,0
229,Nutri-Grain,December 2017,0,0,0
230,Nutri-Grain,November 2017,0,0,0
231,Nutri-Grain,October 2017,0,0,0
232,Pringles,May 2019,67,"111,052","45,068"
233,Pringles,April 2019,86,"2,399,082","1,922,642"
234,Pringles,March 2019,59,"236,516","71,078"
235,Pringles,February 2019,52,"460,707","88,284"
236,Pringles,January 2019,64,"41,731","20,934"
237,Pringles,December 2018,51,"43,437","21,515"
238,Pringles,November 2018,49,"89,508","34,730"
239,Pringles,October 2018,44,"106,639","36,684"
240,Pringles,September 2018,42,"99,515","41,715"
241,Pringles,August 2018,50,"114,190","36,978"
242,Pringles,July 2018,53,"115,874","37,214"
243,Pringles,June 2018,43,"58,899","29,879"
244,Pringles,May 2018,45,"621,201","187,255"
245,Pringles,April 2018,45,"39,378","13,766"
246,Pringles,March 2018,48,"28,410","7,570"
247,Pringles,February 2018,44,"53,730","12,521"
248,Pringles,January 2018,39,"41,351","14,008"
249,Pringles,December 2017,34,"10,883","2,982"
250,Pringles,November 2017,34,"17,134","6,298"
251,Pringles,October 2017,37,"37,726","10,815"
252,PopTarts,May 2019,44,"38,144","18,485"
253,PopTarts,April 2019,43,"39,016","20,536"
254,PopTarts,March 2019,35,"51,151","29,780"
255,PopTarts,February 2019,32,"32,609","13,789"
256,PopTarts,January 2019,42,"21,144","10,381"
257,PopTarts,December 2018,35,"47,439","28,656"
258,PopTarts,November 2018,33,"45,079","23,779"
259,PopTarts,October 2018,28,"18,838","10,713"
260,PopTarts,September 2018,33,"50,944","31,022"
261,PopTarts,August 2018,27,"33,638","19,243"
262,PopTarts,July 2018,31,"54,929","30,740"
263,PopTarts,June 2018,25,"48,568","28,233"
264,PopTarts,May 2018,28,"46,620","25,772"
265,PopTarts,April 2018,32,"51,317","29,943"
266,PopTarts,March 2018,24,"36,469","17,021"
267,PopTarts,February 2018,20,"35,817","14,032"
268,PopTarts,January 2018,14,"24,961","8,329"
269,PopTarts,December 2017,26,"18,630","10,010"
270,PopTarts,November 2017,25,"26,804","19,087"
271,PopTarts,October 2017,31,"27,788","17,285"
272,Special K,May 2019,302,"1,920,489","693,240"
273,Special K,April 2019,304,"2,747,009","723,783"
274,Special K,March 2019,228,"1,513,079","578,793"
275,Special K,February 2019,196,"575,868","190,500"
276,Special K,January 2019,264,"1,171,801","559,548"
277,Special K,December 2018,240,"1,342,354","686,295"
278,Special K,November 2018,229,"1,043,558","468,297"
279,Special K,October 2018,238,"1,852,524","608,524"
280,Special K,September 2018,237,"1,530,908","678,398"
281,Special K,August 2018,213,"1,957,654","791,448"
282,Special K,July 2018,232,"1,628,397","718,644"
283,Special K,June 2018,230,"1,629,004","706,815"
284,Special K,May 2018,215,"1,275,788","732,539"
285,Special K,April 2018,203,"1,176,030","643,307"
286,Special K,March 2018,228,"1,643,355","629,498"
287,Special K,February 2018,220,"1,403,988","505,810"
288,Special K,January 2018,188,"2,164,161","864,317"
289,Special K,December 2017,220,"1,597,158","950,755"
290,Special K,November 2017,235,"1,394,737","675,948"
291,Special K,October 2017,234,"1,096,818","438,927"
292,Cheez-It,May 2019,7,"2,530","1,237"
293,Cheez-It,April 2019,6,"3,268","1,728"
294,Cheez-It,March 2019,6,"3,047","1,554"
295,Cheez-It,February 2019,7,"3,335","2,077"
296,Cheez-It,January 2019,5,"3,625","2,298"
297,Cheez-It,December 2018,4,"3,350","2,193"
298,Cheez-It,November 2018,9,"3,191","1,895"
299,Cheez-It,October 2018,7,"1,014",596
300,Cheez-It,September 2018,6,"3,198","2,230"
301,Cheez-It,August 2018,6,"2,404","1,542"
302,Cheez-It,July 2018,9,"2,810","1,802"
303,Cheez-It,June 2018,7,"3,225","2,443"
304,Cheez-It,May 2018,3,"2,325","1,768"
305,Cheez-It,April 2018,4,"2,511","1,944"
306,Cheez-It,March 2018,5,"3,246","1,982"
307,Cheez-It,February 2018,5,"4,880","2,665"
308,Cheez-It,January 2018,3,"1,058",310
309,Cheez-It,December 2017,4,"3,399","2,549"
310,Cheez-It,November 2017,2,"1,285",499
311,Cheez-It,October 2017,2,"1,284",366
312,Mondelez,May 2019,0,0,0
313,Mondelez,April 2019,0,0,0
314,Mondelez,March 2019,0,0,0
315,Mondelez,February 2019,0,0,0
316,Mondelez,January 2019,0,0,0
317,Mondelez,December 2018,0,0,0
318,Mondelez,November 2018,0,0,0
319,Mondelez,October 2018,0,0,0
320,Mondelez,September 2018,0,0,0
321,Mondelez,August 2018,0,0,0
322,Mondelez,July 2018,0,0,0
323,Mondelez,June 2018,0,0,0
324,Mondelez,May 2018,0,0,0
325,Mondelez,April 2018,0,0,0
326,Mondelez,March 2018,0,0,0
327,Mondelez,February 2018,0,0,0
328,Mondelez,January 2018,0,0,0
329,Mondelez,December 2017,0,0,0
330,Mondelez,November 2017,0,0,0
331,Mondelez,October 2017,0,0,0
332,Belvita,May 2019,0,0,0
333,Belvita,April 2019,1,0,0
334,Belvita,March 2019,0,0,0
335,Belvita,February 2019,0,0,0
336,Belvita,January 2019,1,23,1
337,Belvita,December 2018,1,18,0
338,Belvita,November 2018,1,55,5
339,Belvita,October 2018,0,0,0
340,Belvita,September 2018,0,0,0
341,Belvita,August 2018,1,61,7
342,Belvita,July 2018,1,25,4
343,Belvita,June 2018,1,45,1
344,Belvita,May 2018,1,28,4
345,Belvita,April 2018,1,131,14
346,Belvita,March 2018,1,682,86
347,Belvita,February 2018,1,236,26
348,Belvita,January 2018,1,147,24
349,Belvita,December 2017,0,0,0
350,Belvita,November 2017,1,90,7
351,Belvita,October 2017,1,259,26
352,Ritz,May 2019,178,"240,418","96,451"
353,Ritz,April 2019,186,"209,828","96,699"
354,Ritz,March 2019,122,"67,349","33,519"
355,Ritz,February 2019,123,"126,424","55,842"
356,Ritz,January 2019,154,"167,709","86,037"
357,Ritz,December 2018,146,"154,490","75,290"
358,Ritz,November 2018,133,"140,984","60,073"
359,Ritz,October 2018,123,"115,836","40,582"
360,Ritz,September 2018,103,"111,866","48,165"
361,Ritz,August 2018,111,"112,489","50,238"
362,Ritz,July 2018,102,"104,221","34,229"
363,Ritz,June 2018,107,"96,147","44,004"
364,Ritz,May 2018,129,"203,810","120,319"
365,Ritz,April 2018,141,"172,466","39,745"
366,Ritz,March 2018,143,"160,503","60,189"
367,Ritz,February 2018,119,"159,696","74,738"
368,Ritz,January 2018,84,"128,732","92,341"
369,Ritz,December 2017,111,"193,312","116,802"
370,Ritz,November 2017,101,"138,264","94,331"
371,Ritz,October 2017,103,"91,073","38,001"
372,Chips Ahoy,May 2019,1,5,2
373,Chips Ahoy,April 2019,1,0,0
374,Chips Ahoy,March 2019,0,0,0
375,Triscuit,May 2019,1,443,459
376,Triscuit,April 2019,1,178,56
377,Triscuit,March 2019,0,0,0
378,Triscuit,February 2019,0,0,0
379,Triscuit,January 2019,0,0,0
380,Triscuit,December 2018,0,0,0
381,Triscuit,November 2018,0,0,0
382,Triscuit,October 2018,1,10,11
383,Triscuit,September 2018,0,0,0
384,Triscuit,August 2018,2,31,31
385,Triscuit,July 2018,0,0,0
386,Triscuit,June 2018,1,0,1
387,Triscuit,May 2018,1,5,4
388,Triscuit,April 2018,1,28,9
389,Triscuit,March 2018,1,1,0
390,Triscuit,February 2018,1,16,1
391,Triscuit,January 2018,0,0,0
392,Triscuit,December 2017,0,0,0
393,Triscuit,November 2017,0,0,0
394,Triscuit,October 2017,0,0,0
395,Honey Maid,May 2019,0,0,0
396,Honey Maid,April 2019,0,0,0
397,Honey Maid,March 2019,0,0,0
398,Honey Maid,February 2019,0,0,0
399,Honey Maid,January 2019,0,0,0
400,Honey Maid,December 2018,0,0,0
401,Honey Maid,November 2018,0,0,0
402,Honey Maid,October 2018,0,0,0
403,Honey Maid,September 2018,0,0,0
404,Honey Maid,August 2018,0,0,0
405,Honey Maid,July 2018,0,0,0
406,Honey Maid,June 2018,0,0,0
407,Honey Maid,May 2018,0,0,0
408,Honey Maid,April 2018,0,0,0
409,Honey Maid,March 2018,0,0,0
410,Honey Maid,February 2018,0,0,0
411,Honey Maid,January 2018,0,0,0
412,Honey Maid,December 2017,0,0,0
413,Honey Maid,November 2017,0,0,0
414,Honey Maid,October 2017,0,0,0
415,Wheat Thins,May 2019,2,74,21
416,Wheat Thins,April 2019,1,77,19
417,Wheat Thins,March 2019,1,44,16
418,Wheat Thins,February 2019,0,0,0
419,Wheat Thins,January 2019,1,61,15
420,Wheat Thins,December 2018,1,0,0
421,Wheat Thins,November 2018,2,96,28
422,Wheat Thins,October 2018,1,69,19
423,Wheat Thins,September 2018,2,121,34
424,Wheat Thins,August 2018,1,0,1
425,Wheat Thins,July 2018,0,0,0
426,Wheat Thins,June 2018,0,0,0
427,Wheat Thins,May 2018,3,840,313
428,Wheat Thins,April 2018,1,189,41
429,Wheat Thins,March 2018,1,68,19
430,Wheat Thins,February 2018,1,31,3
431,Wheat Thins,January 2018,1,294,17
432,Wheat Thins,December 2017,0,0,0
433,Wheat Thins,November 2017,0,0,0
434,Wheat Thins,October 2017,1,61,3
435,Teddy Grahams,May 2019,1,30,3
436,Teddy Grahams,April 2019,1,88,28
437,Teddy Grahams,March 2019,1,0,1
438,Teddy Grahams,February 2019,1,0,0
439,Teddy Grahams,January 2019,1,0,1
440,Teddy Grahams,December 2018,0,0,0
441,Teddy Grahams,November 2018,1,0,1
442,Teddy Grahams,October 2018,0,0,0
443,Teddy Grahams,September 2018,0,0,0
444,Teddy Grahams,August 2018,1,2,12
445,Teddy Grahams,July 2018,0,0,0
446,Teddy Grahams,June 2018,0,0,0
447,Teddy Grahams,May 2018,1,3,2
448,Teddy Grahams,April 2018,0,0,0
449,Teddy Grahams,March 2018,0,0,0
450,Teddy Grahams,February 2018,0,0,0
451,Teddy Grahams,January 2018,0,0,0
452,Teddy Grahams,December 2017,1,8,7
453,Teddy Grahams,November 2017,2,2,4
454,Teddy Grahams,October 2017,0,0,0
455,Fig Newtons,May 2019,0,0,0
456,Fig Newtons,April 2019,0,0,0
457,Fig Newtons,March 2019,1,70,9
458,Fig Newtons,February 2019,0,0,0
459,Fig Newtons,January 2019,0,0,0
460,Fig Newtons,December 2018,0,0,0
461,Fig Newtons,November 2018,0,0,0
462,Fig Newtons,October 2018,0,0,0
463,Fig Newtons,September 2018,0,0,0
464,Fig Newtons,August 2018,0,0,0
465,Fig Newtons,July 2018,1,13,3
466,Fig Newtons,June 2018,0,0,0
467,Fig Newtons,May 2018,2,103,22
468,Fig Newtons,April 2018,1,446,89
469,Fig Newtons,March 2018,1,645,567
470,Fig Newtons,February 2018,1,0,1
471,Fig Newtons,January 2018,0,0,0
472,Fig Newtons,December 2017,0,0,0
473,Fig Newtons,November 2017,0,0,0
474,Fig Newtons,October 2017,1,30,3
475,Oreo,May 2019,544,"6,721,606","2,953,643"
476,Oreo,April 2019,528,"6,764,551","3,595,062"
477,Oreo,March 2019,359,"11,588,421","8,819,077"
478,Oreo,February 2019,387,"2,124,234","240,650"
479,Oreo,January 2019,455,"1,604,906","762,527"
480,Oreo,December 2018,425,"2,707,858","1,653,077"
481,Oreo,November 2018,402,"8,662,093","5,531,048"
482,Oreo,October 2018,364,"4,915,283","2,074,508"
483,Oreo,September 2018,354,"2,097,877","327,237"
484,Oreo,August 2018,356,"4,051,944","1,802,153"
485,Oreo,July 2018,325,"1,468,504","243,782"
486,Oreo,June 2018,320,"1,740,213","335,813"
487,Oreo,May 2018,313,"2,215,894","1,369,111"
488,Oreo,April 2018,321,"4,831,427","3,378,198"
489,Oreo,March 2018,294,"1,658,711","231,466"
490,Oreo,February 2018,267,"1,311,127","189,223"
491,Oreo,January 2018,244,"14,716,573","7,691,041"
492,Oreo,December 2017,240,"1,262,501","241,171"
493,Oreo,November 2017,268,"1,636,016","516,477"
494,Oreo,October 2017,240,"1,304,005","163,536"
495,Oreos,May 2019,183,"4,107,662","2,748,787"
496,Oreos,April 2019,168,"4,347,515","3,465,061"
497,Oreos,March 2019,117,"9,859,099","8,753,276"
498,Oreos,February 2019,130,"101,202","35,254"
499,Oreos,January 2019,161,"1,252,250","768,592"
500,Oreos,December 2018,148,"2,345,235","1,670,632"
501,Oreos,November 2018,121,"6,378,884","5,254,102"
502,Oreos,October 2018,110,"3,135,713","1,907,131"
503,Oreos,September 2018,110,"917,598","266,876"
504,Oreos,August 2018,102,"2,610,994","1,586,373"
505,Oreos,July 2018,112,"595,813","345,430"
506,Oreos,June 2018,102,"445,117","318,614"
507,Oreos,May 2018,109,"2,209,176","1,582,373"
508,Oreos,April 2018,106,"4,764,463","3,469,320"
509,Oreos,March 2018,97,"452,857","344,622"
510,Oreos,February 2018,88,"127,649","76,119"
511,Oreos,January 2018,85,"13,193,548","7,461,928"
512,Oreos,December 2017,70,"127,967","49,146"
513,Oreos,November 2017,90,"422,349","335,934"
514,Oreos,October 2017,88,"118,311","54,886"
515,Quaker ,May 2019,16,"9,791","6,331"
516,Quaker ,April 2019,14,"13,498","11,119"
517,Quaker ,March 2019,13,"5,776","2,967"
518,Quaker ,February 2019,17,"4,584","2,130"
519,Quaker ,January 2019,17,"7,456","2,529"
520,Quaker ,December 2018,16,"9,017","4,356"
521,Quaker ,November 2018,13,"5,090","3,444"
522,Quaker ,October 2018,10,"5,325","3,054"
523,Quaker ,September 2018,9,"4,775","3,669"
524,Quaker ,August 2018,10,"18,784","9,128"
525,Quaker ,July 2018,9,"20,620","13,683"
526,Quaker ,June 2018,11,"37,168","18,040"
527,Quaker ,May 2018,14,"30,257","21,487"
528,Quaker ,April 2018,13,"28,906","21,733"
529,Quaker ,March 2018,10,"17,604","12,811"
530,Quaker ,February 2018,9,"21,569","13,423"
531,Quaker ,January 2018,10,"2,369",921
532,Quaker ,December 2017,12,"14,677","9,938"
533,Quaker ,November 2017,7,"7,483","5,453"
534,Quaker ,October 2017,9,"17,256","15,506"
535,Cheetos,May 2019,118,"106,186","38,651"
536,Cheetos,April 2019,118,"198,086","73,266"
537,Cheetos,March 2019,75,"144,157","54,380"
538,Cheetos,February 2019,74,"20,650","10,900"
539,Cheetos,January 2019,83,"43,025","21,789"
540,Cheetos,December 2018,71,"42,136","21,960"
541,Cheetos,November 2018,75,"57,693","26,317"
542,Cheetos,October 2018,67,"42,486","20,183"
543,Cheetos,September 2018,74,"19,671","9,514"
544,Cheetos,August 2018,73,"36,144","12,717"
545,Cheetos,July 2018,70,"70,268","32,470"
546,Cheetos,June 2018,71,"50,451","23,733"
547,Cheetos,May 2018,60,"51,174","21,613"
548,Cheetos,April 2018,64,"38,364","14,871"
549,Cheetos,March 2018,62,"25,420","10,794"
550,Cheetos,February 2018,48,"12,706","7,281"
551,Cheetos,January 2018,42,"9,732","6,858"
552,Cheetos,December 2017,55,"11,682","5,858"
553,Cheetos,November 2017,54,"27,977","13,959"
554,Cheetos,October 2017,57,"22,233","10,695"
555,Doritos,May 2019,152,"193,600","104,901"
556,Doritos,April 2019,165,"198,642","100,369"
557,Doritos,March 2019,113,"201,124","94,529"
558,Doritos,February 2019,122,"197,384","71,545"
559,Doritos,January 2019,149,"78,944","41,542"
560,Doritos,December 2018,140,"107,841","44,845"
561,Doritos,November 2018,137,"142,669","73,204"
562,Doritos,October 2018,132,"170,658","84,146"
563,Doritos,September 2018,138,"132,650","76,610"
564,Doritos,August 2018,119,"121,003","68,282"
565,Doritos,July 2018,142,"169,150","73,726"
566,Doritos,June 2018,132,"164,754","79,499"
567,Doritos,May 2018,123,"120,305","51,633"
568,Doritos,April 2018,118,"87,259","38,142"
569,Doritos,March 2018,121,"100,804","52,311"
570,Doritos,February 2018,114,"73,552","33,316"
571,Doritos,January 2018,113,"97,189","41,834"
572,Doritos,December 2017,138,"1,439,964","1,160,423"
573,Doritos,November 2017,117,"1,635,981","1,233,688"
574,Doritos,October 2017,132,"1,230,425","1,099,179"
575,Fritos,May 2019,34,"47,547","15,416"
576,Fritos,April 2019,40,"102,565","35,760"
577,Fritos,March 2019,27,"55,560","20,669"
578,Fritos,February 2019,23,"19,508","5,733"
579,Fritos,January 2019,30,"22,383","8,020"
580,Fritos,December 2018,29,"21,392","9,954"
581,Fritos,November 2018,26,"14,766","8,886"
582,Fritos,October 2018,23,"54,939","21,291"
583,Fritos,September 2018,24,"36,227","15,698"
584,Fritos,August 2018,20,"9,853","6,268"
585,Fritos,July 2018,18,"12,323","7,724"
586,Fritos,June 2018,18,"11,943","8,377"
587,Fritos,May 2018,20,"8,795","6,039"
588,Fritos,April 2018,18,"6,243","3,919"
589,Fritos,March 2018,19,"13,204","6,372"
590,Fritos,February 2018,16,"7,177","3,693"
591,Fritos,January 2018,17,"6,517","3,373"
592,Fritos,December 2017,17,"8,568","3,673"
593,Fritos,November 2017,16,"13,210","6,026"
594,Fritos,October 2017,13,"6,605","4,041"
595,Frito Lay,May 2019,1,16,9
596,Frito Lay,April 2019,2,52,14
597,Frito Lay,March 2019,1,49,7
598,Frito Lay,February 2019,1,7,5
599,Frito Lay,January 2019,2,85,33
600,Frito Lay,December 2018,2,145,77
601,Frito Lay,November 2018,2,91,15
602,Frito Lay,October 2018,1,72,37
603,Frito Lay,September 2018,0,0,0
604,Frito Lay,August 2018,0,0,0
605,Frito Lay,July 2018,0,0,0
606,Frito Lay,June 2018,0,0,0
607,Frito Lay,May 2018,0,0,0
608,Frito Lay,April 2018,0,0,0
609,Frito Lay,March 2018,1,28,1
610,Frito Lay,February 2018,1,197,8
611,Frito Lay,January 2018,0,0,0
612,Frito Lay,December 2017,0,0,0
613,Frito Lay,November 2017,0,0,0
614,Frito Lay,October 2017,0,0,0
615,Lay's ,May 2019,2,366,217
616,Lay's ,April 2019,3,582,85
617,Lay's ,March 2019,3,558,134
618,Lay's ,February 2019,2,957,118
619,Lay's ,January 2019,3,582,116
620,Lay's ,December 2018,2,39,16
621,Lay's ,November 2018,2,177,23
622,Lay's ,October 2018,1,70,45
623,Lay's ,September 2018,3,"2,101",511
624,Lay's ,August 2018,1,256,28
