query,month,unique_channels,new_views,hours_watched
WestCoastChill,19-Jan,6,671,482
WestCoastChill,18-Dec,7,434,471
WestCoastChill,18-Nov,4,409,364
WestCoastChill,18-Oct,5,114,58
WestCoastChill,18-Sep,5,185,119
WestCoastChill,18-Aug,6,230,85
WestCoastChill,18-Jul,5,72,16
WestCoastChill,18-Jun,6,241,71
WestCoastChill,18-May,9,148,98
WestCoastChill,18-Apr,4,808,339
WestCoastChill,18-Mar,5,811,256
WestCoastChill,18-Feb,7,571,213
WestCoastChill,18-Jan,4,118,43
WestCoastChill,17-Dec,6,65,34
WestCoastChill,17-Nov,6,746,470
WestCoastChill,17-Oct,6,365,64
OceanSpray,19-May,1,0,0
OceanSpray,19-Apr,1,196,42
OceanSpray,19-Mar,0,0,0
OceanSpray,19-Feb,0,0,0
OceanSpray,19-Jan,0,0,0
OceanSpray,18-Dec,0,0,0
OceanSpray,18-Nov,0,0,0
OceanSpray,18-Oct,0,0,0
OceanSpray,18-Sep,0,0,0
OceanSpray,18-Aug,0,0,0
OceanSpray,18-Jul,0,0,0
OceanSpray,18-Jun,0,0,0
OceanSpray,18-May,0,0,0
OceanSpray,18-Apr,0,0,0
OceanSpray,18-Mar,0,0,0
OceanSpray,18-Feb,0,0,0
OceanSpray,18-Jan,0,0,0
OceanSpray,17-Dec,0,0,0
OceanSpray,17-Nov,0,0,0
OceanSpray,17-Oct,0,0,0
BolthouseFarms,19-May,0,0,0
BolthouseFarms,19-Apr,0,0,0
BolthouseFarms,19-Mar,0,0,0
BolthouseFarms,19-Feb,0,0,0
BolthouseFarms,19-Jan,0,0,0
BolthouseFarms,18-Dec,0,0,0
BolthouseFarms,18-Nov,0,0,0
BolthouseFarms,18-Oct,0,0,0
BolthouseFarms,18-Sep,0,0,0
BolthouseFarms,18-Aug,0,0,0
BolthouseFarms,18-Jul,0,0,0
BolthouseFarms,18-Jun,0,0,0
BolthouseFarms,18-May,0,0,0
BolthouseFarms,18-Apr,0,0,0
BolthouseFarms,18-Mar,0,0,0
BolthouseFarms,18-Feb,0,0,0
BolthouseFarms,18-Jan,0,0,0
BolthouseFarms,17-Dec,0,0,0
BolthouseFarms,17-Nov,0,0,0
BolthouseFarms,17-Oct,0,0,0
V8Fusion,19-May,0,0,0
V8Fusion,19-Apr,0,0,0
V8Fusion,19-Mar,0,0,0
V8Fusion,19-Feb,0,0,0
V8Fusion,19-Jan,0,0,0
V8Fusion,18-Dec,0,0,0
V8Fusion,18-Nov,0,0,0
V8Fusion,18-Oct,0,0,0
V8Fusion,18-Sep,0,0,0
V8Fusion,18-Aug,0,0,0
V8Fusion,18-Jul,0,0,0
V8Fusion,18-Jun,0,0,0
V8Fusion,18-May,0,0,0
V8Fusion,18-Apr,0,0,0
V8Fusion,18-Mar,0,0,0
V8Fusion,18-Feb,0,0,0
V8Fusion,18-Jan,0,0,0
V8Fusion,17-Dec,0,0,0
V8Fusion,17-Nov,0,0,0
V8Fusion,17-Oct,0,0,0
V8Splash,19-May,0,0,0
V8Splash,19-Apr,0,0,0
V8Splash,19-Mar,0,0,0
V8Splash,19-Feb,0,0,0
V8Splash,19-Jan,0,0,0
V8Splash,18-Dec,0,0,0
V8Splash,18-Nov,0,0,0
V8Splash,18-Oct,0,0,0
V8Splash,18-Sep,0,0,0
V8Splash,18-Aug,0,0,0
V8Splash,18-Jul,0,0,0
V8Splash,18-Jun,0,0,0
V8Splash,18-May,0,0,0
V8Splash,18-Apr,0,0,0
V8Splash,18-Mar,0,0,0
V8Splash,18-Feb,0,0,0
V8Splash,18-Jan,0,0,0
V8Splash,17-Dec,0,0,0
V8Splash,17-Nov,0,0,0
V8Splash,17-Oct,0,0,0
MondoFruitSqueezers,19-May,0,0,0
MondoFruitSqueezers,19-Apr,0,0,0
MondoFruitSqueezers,19-Mar,0,0,0
MondoFruitSqueezers,19-Feb,0,0,0
MondoFruitSqueezers,19-Jan,0,0,0
MondoFruitSqueezers,18-Dec,0,0,0
MondoFruitSqueezers,18-Nov,0,0,0
MondoFruitSqueezers,18-Oct,0,0,0
MondoFruitSqueezers,18-Sep,0,0,0
MondoFruitSqueezers,18-Aug,0,0,0
MondoFruitSqueezers,18-Jul,0,0,0
MondoFruitSqueezers,18-Jun,0,0,0
MondoFruitSqueezers,18-May,0,0,0
MondoFruitSqueezers,18-Apr,0,0,0
MondoFruitSqueezers,18-Mar,0,0,0
MondoFruitSqueezers,18-Feb,0,0,0
MondoFruitSqueezers,18-Jan,0,0,0
MondoFruitSqueezers,17-Dec,0,0,0
MondoFruitSqueezers,17-Nov,0,0,0
MondoFruitSqueezers,17-Oct,0,0,0
Mondo Fruit Squeesers,19-May,0,0,0
Mondo Fruit Squeesers,19-Apr,0,0,0
Mondo Fruit Squeesers,19-Mar,0,0,0
Mondo Fruit Squeesers,19-Feb,0,0,0
Mondo Fruit Squeesers,19-Jan,0,0,0
Mondo Fruit Squeesers,18-Dec,0,0,0
Mondo Fruit Squeesers,18-Nov,0,0,0
Mondo Fruit Squeesers,18-Oct,0,0,0
Mondo Fruit Squeesers,18-Sep,0,0,0
Mondo Fruit Squeesers,18-Aug,0,0,0
Mondo Fruit Squeesers,18-Jul,0,0,0
Mondo Fruit Squeesers,18-Jun,0,0,0
Mondo Fruit Squeesers,18-May,0,0,0
Mondo Fruit Squeesers,18-Apr,0,0,0
Mondo Fruit Squeesers,18-Mar,0,0,0
Mondo Fruit Squeesers,18-Feb,0,0,0
Mondo Fruit Squeesers,18-Jan,0,0,0
Mondo Fruit Squeesers,17-Dec,0,0,0
Mondo Fruit Squeesers,17-Nov,0,0,0
Mondo Fruit Squeesers,17-Oct,0,0,0
SunnyDelight,19-May,0,0,0
SunnyDelight,19-Apr,0,0,0
SunnyDelight,19-Mar,0,0,0
SunnyDelight,19-Feb,0,0,0
SunnyDelight,19-Jan,0,0,0
SunnyDelight,18-Dec,0,0,0
SunnyDelight,18-Nov,0,0,0
SunnyDelight,18-Oct,0,0,0
SunnyDelight,18-Sep,0,0,0
SunnyDelight,18-Aug,0,0,0
SunnyDelight,18-Jul,0,0,0
SunnyDelight,18-Jun,0,0,0
SunnyDelight,18-May,0,0,0
SunnyDelight,18-Apr,1,0,3
SunnyDelight,18-Mar,1,0,3
SunnyDelight,18-Feb,1,0,0
SunnyDelight,18-Jan,1,0,4
SunnyDelight,17-Dec,0,0,0
SunnyDelight,17-Nov,0,0,0
SunnyDelight,17-Oct,1,0,0
SunnyD,19-May,606,"2,076,565","566,521"
SunnyD,19-Apr,620,"1,341,507","629,650"
SunnyD,19-Mar,423,"806,811","311,601"
SunnyD,19-Feb,417,"659,506","200,080"
SunnyD,19-Jan,515,"373,906","207,606"
SunnyD,18-Dec,468,"727,240","209,332"
SunnyD,18-Nov,470,"1,554,184","1,513,025"
SunnyD,18-Oct,457,"1,717,867","1,332,071"
SunnyD,18-Sep,448,"1,405,551","1,236,458"
SunnyD,18-Aug,432,"1,465,773","1,056,893"
SunnyD,18-Jul,431,"1,505,380","1,238,448"
SunnyD,18-Jun,416,"1,930,620","1,687,592"
SunnyD,18-May,410,"460,082","205,506"
SunnyD,18-Apr,409,"355,293","154,118"
SunnyD,18-Mar,449,"2,109,561","1,773,320"
SunnyD,18-Feb,392,"1,454,443","1,169,444"
SunnyD,18-Jan,341,"1,013,464","509,995"
SunnyD,17-Dec,326,"2,034,956","1,631,592"
SunnyD,17-Nov,311,"2,251,857","1,757,104"
SunnyD,17-Oct,308,"2,007,610","1,777,376"
LittleHugFruitBarrels,19-May,0,0,0
LittleHugFruitBarrels,19-Apr,0,0,0
LittleHugFruitBarrels,19-Mar,0,0,0
LittleHugFruitBarrels,19-Feb,0,0,0
LittleHugFruitBarrels,19-Jan,0,0,0
LittleHugFruitBarrels,18-Dec,0,0,0
LittleHugFruitBarrels,18-Nov,0,0,0
LittleHugFruitBarrels,18-Oct,0,0,0
LittleHugFruitBarrels,18-Sep,0,0,0
LittleHugFruitBarrels,18-Aug,0,0,0
LittleHugFruitBarrels,18-Jul,0,0,0
LittleHugFruitBarrels,18-Jun,0,0,0
LittleHugFruitBarrels,18-May,0,0,0
LittleHugFruitBarrels,18-Apr,0,0,0
LittleHugFruitBarrels,18-Mar,0,0,0
LittleHugFruitBarrels,18-Feb,0,0,0
LittleHugFruitBarrels,18-Jan,0,0,0
LittleHugFruitBarrels,17-Dec,0,0,0
LittleHugFruitBarrels,17-Nov,0,0,0
LittleHugFruitBarrels,17-Oct,0,0,0
RWKnudsen,19-May,0,0,0
RWKnudsen,19-Apr,0,0,0
RWKnudsen,19-Mar,0,0,0
RWKnudsen,19-Feb,0,0,0
RWKnudsen,19-Jan,0,0,0
RWKnudsen,18-Dec,0,0,0
RWKnudsen,18-Nov,0,0,0
RWKnudsen,18-Oct,0,0,0
RWKnudsen,18-Sep,0,0,0
RWKnudsen,18-Aug,0,0,0
RWKnudsen,18-Jul,0,0,0
RWKnudsen,18-Jun,0,0,0
RWKnudsen,18-May,0,0,0
RWKnudsen,18-Apr,0,0,0
RWKnudsen,18-Mar,0,0,0
RWKnudsen,18-Feb,0,0,0
RWKnudsen,18-Jan,0,0,0
RWKnudsen,17-Dec,0,0,0
RWKnudsen,17-Nov,0,0,0
RWKnudsen,17-Oct,0,0,0
SantaCruzOrganics,19-May,0,0,0
SantaCruzOrganics,19-Apr,0,0,0
SantaCruzOrganics,19-Mar,0,0,0
SantaCruzOrganics,19-Feb,0,0,0
SantaCruzOrganics,19-Jan,0,0,0
SantaCruzOrganics,18-Dec,0,0,0
SantaCruzOrganics,18-Nov,0,0,0
SantaCruzOrganics,18-Oct,0,0,0
SantaCruzOrganics,18-Sep,0,0,0
SantaCruzOrganics,18-Aug,0,0,0
SantaCruzOrganics,18-Jul,0,0,0
SantaCruzOrganics,18-Jun,0,0,0
SantaCruzOrganics,18-May,0,0,0
SantaCruzOrganics,18-Apr,0,0,0
SantaCruzOrganics,18-Mar,0,0,0
SantaCruzOrganics,18-Feb,0,0,0
SantaCruzOrganics,18-Jan,0,0,0
SantaCruzOrganics,17-Dec,0,0,0
SantaCruzOrganics,17-Nov,0,0,0
SantaCruzOrganics,17-Oct,0,0,0
Santa Crus Organics,19-May,0,0,0
Santa Crus Organics,19-Apr,0,0,0
Santa Crus Organics,19-Mar,0,0,0
Santa Crus Organics,19-Feb,0,0,0
Santa Crus Organics,19-Jan,0,0,0
Santa Crus Organics,18-Dec,0,0,0
Santa Crus Organics,18-Nov,0,0,0
Santa Crus Organics,18-Oct,0,0,0
Santa Crus Organics,18-Sep,0,0,0
Santa Crus Organics,18-Aug,0,0,0
Santa Crus Organics,18-Jul,0,0,0
Santa Crus Organics,18-Jun,0,0,0
Santa Crus Organics,18-May,0,0,0
Santa Crus Organics,18-Apr,0,0,0
Santa Crus Organics,18-Mar,0,0,0
Santa Crus Organics,18-Feb,0,0,0
Santa Crus Organics,18-Jan,0,0,0
Santa Crus Organics,17-Dec,0,0,0
Santa Crus Organics,17-Nov,0,0,0
Santa Crus Organics,17-Oct,0,0,0
TumEYummies,19-May,0,0,0
TumEYummies,19-Apr,0,0,0
TumEYummies,19-Mar,0,0,0
TumEYummies,19-Feb,0,0,0
TumEYummies,19-Jan,0,0,0
TumEYummies,18-Dec,0,0,0
TumEYummies,18-Nov,0,0,0
TumEYummies,18-Oct,0,0,0
TumEYummies,18-Sep,0,0,0
TumEYummies,18-Aug,0,0,0
TumEYummies,18-Jul,0,0,0
TumEYummies,18-Jun,0,0,0
TumEYummies,18-May,0,0,0
TumEYummies,18-Apr,0,0,0
TumEYummies,18-Mar,0,0,0
TumEYummies,18-Feb,0,0,0
TumEYummies,18-Jan,0,0,0
TumEYummies,17-Dec,0,0,0
TumEYummies,17-Nov,0,0,0
TumEYummies,17-Oct,0,0,0
VitaCoco,19-May,0,0,0
VitaCoco,19-Apr,0,0,0
VitaCoco,19-Mar,0,0,0
VitaCoco,19-Feb,1,"2,299",482
VitaCoco,19-Jan,1,989,238
VitaCoco,18-Dec,1,334,78
VitaCoco,18-Nov,0,0,0
VitaCoco,18-Oct,1,563,102
VitaCoco,18-Sep,1,716,142
VitaCoco,18-Aug,0,0,0
VitaCoco,18-Jul,1,365,46
VitaCoco,18-Jun,1,520,182
VitaCoco,18-May,1,707,172
VitaCoco,18-Apr,1,729,134
VitaCoco,18-Mar,1,"8,876","4,017"
VitaCoco,18-Feb,1,157,22
VitaCoco,18-Jan,1,424,23
VitaCoco,17-Dec,1,326,38
VitaCoco,17-Nov,0,0,0
VitaCoco,17-Oct,1,97,19
Newman’sOwn,19-May,0,0,0
Newman’sOwn,19-Apr,0,0,0
Newman’sOwn,19-Mar,0,0,0
Newman’sOwn,19-Feb,0,0,0
Newman’sOwn,19-Jan,0,0,0
Newman’sOwn,18-Dec,0,0,0
Newman’sOwn,18-Nov,0,0,0
Newman’sOwn,18-Oct,0,0,0
Newman’sOwn,18-Sep,0,0,0
Newman’sOwn,18-Aug,0,0,0
Newman’sOwn,18-Jul,0,0,0
Newman’sOwn,18-Jun,0,0,0
Newman’sOwn,18-May,0,0,0
Newman’sOwn,18-Apr,0,0,0
Newman’sOwn,18-Mar,0,0,0
Newman’sOwn,18-Feb,0,0,0
Newman’sOwn,18-Jan,0,0,0
Newman’sOwn,17-Dec,0,0,0
Newman’sOwn,17-Nov,0,0,0
Newman’sOwn,17-Oct,0,0,0
Stremick’sHeritageFoods,19-May,0,0,0
Stremick’sHeritageFoods,19-Apr,0,0,0
Stremick’sHeritageFoods,19-Mar,0,0,0
Stremick’sHeritageFoods,19-Feb,0,0,0
Stremick’sHeritageFoods,19-Jan,0,0,0
Stremick’sHeritageFoods,18-Dec,0,0,0
Stremick’sHeritageFoods,18-Nov,0,0,0
Stremick’sHeritageFoods,18-Oct,0,0,0
Stremick’sHeritageFoods,18-Sep,0,0,0
Stremick’sHeritageFoods,18-Aug,0,0,0
Stremick’sHeritageFoods,18-Jul,0,0,0
Stremick’sHeritageFoods,18-Jun,0,0,0
Stremick’sHeritageFoods,18-May,0,0,0
Stremick’sHeritageFoods,18-Apr,0,0,0
Stremick’sHeritageFoods,18-Mar,0,0,0
Stremick’sHeritageFoods,18-Feb,0,0,0
Stremick’sHeritageFoods,18-Jan,0,0,0
Stremick’sHeritageFoods,17-Dec,0,0,0
Stremick’sHeritageFoods,17-Nov,0,0,0
Stremick’sHeritageFoods,17-Oct,0,0,0
TuscanDairyFarms,19-May,0,0,0
TuscanDairyFarms,19-Apr,0,0,0
TuscanDairyFarms,19-Mar,0,0,0
TuscanDairyFarms,19-Feb,0,0,0
TuscanDairyFarms,19-Jan,0,0,0
TuscanDairyFarms,18-Dec,0,0,0
TuscanDairyFarms,18-Nov,0,0,0
TuscanDairyFarms,18-Oct,0,0,0
TuscanDairyFarms,18-Sep,0,0,0
TuscanDairyFarms,18-Aug,0,0,0
TuscanDairyFarms,18-Jul,0,0,0
TuscanDairyFarms,18-Jun,0,0,0
TuscanDairyFarms,18-May,0,0,0
TuscanDairyFarms,18-Apr,0,0,0
TuscanDairyFarms,18-Mar,0,0,0
TuscanDairyFarms,18-Feb,0,0,0
TuscanDairyFarms,18-Jan,0,0,0
TuscanDairyFarms,17-Dec,0,0,0
TuscanDairyFarms,17-Nov,0,0,0
TuscanDairyFarms,17-Oct,0,0,0
FruitRush,19-May,0,0,0
FruitRush,19-Apr,0,0,0
FruitRush,19-Mar,0,0,0
FruitRush,19-Feb,0,0,0
FruitRush,19-Jan,0,0,0
FruitRush,18-Dec,0,0,0
FruitRush,18-Nov,0,0,0
FruitRush,18-Oct,0,0,0
FruitRush,18-Sep,0,0,0
FruitRush,18-Aug,0,0,0
FruitRush,18-Jul,0,0,0
FruitRush,18-Jun,0,0,0
FruitRush,18-May,0,0,0
FruitRush,18-Apr,0,0,0
FruitRush,18-Mar,0,0,0
FruitRush,18-Feb,0,0,0
FruitRush,18-Jan,0,0,0
FruitRush,17-Dec,0,0,0
FruitRush,17-Nov,0,0,0
FruitRush,17-Oct,0,0,0
RobinsonsFruitShoot,19-May,0,0,0
RobinsonsFruitShoot,19-Apr,0,0,0
RobinsonsFruitShoot,19-Mar,0,0,0
RobinsonsFruitShoot,19-Feb,0,0,0
RobinsonsFruitShoot,19-Jan,0,0,0
RobinsonsFruitShoot,18-Dec,0,0,0
RobinsonsFruitShoot,18-Nov,0,0,0
RobinsonsFruitShoot,18-Oct,0,0,0
RobinsonsFruitShoot,18-Sep,0,0,0
RobinsonsFruitShoot,18-Aug,0,0,0
RobinsonsFruitShoot,18-Jul,0,0,0
RobinsonsFruitShoot,18-Jun,0,0,0
RobinsonsFruitShoot,18-May,0,0,0
RobinsonsFruitShoot,18-Apr,0,0,0
RobinsonsFruitShoot,18-Mar,0,0,0
RobinsonsFruitShoot,18-Feb,0,0,0
RobinsonsFruitShoot,18-Jan,0,0,0
RobinsonsFruitShoot,17-Dec,0,0,0
RobinsonsFruitShoot,17-Nov,0,0,0
RobinsonsFruitShoot,17-Oct,0,0,0
BugJuice,19-May,0,0,0
BugJuice,19-Apr,0,0,0
BugJuice,19-Mar,0,0,0
BugJuice,19-Feb,0,0,0
BugJuice,19-Jan,0,0,0
BugJuice,18-Dec,0,0,0
BugJuice,18-Nov,0,0,0
BugJuice,18-Oct,0,0,0
BugJuice,18-Sep,0,0,0
BugJuice,18-Aug,0,0,0
BugJuice,18-Jul,0,0,0
BugJuice,18-Jun,0,0,0
BugJuice,18-May,0,0,0
BugJuice,18-Apr,0,0,0
BugJuice,18-Mar,0,0,0
BugJuice,18-Feb,0,0,0
BugJuice,18-Jan,0,0,0
BugJuice,17-Dec,0,0,0
BugJuice,17-Nov,0,0,0
BugJuice,17-Oct,0,0,0
TwoIfByTea,19-May,0,0,0
TwoIfByTea,19-Apr,0,0,0
TwoIfByTea,19-Mar,0,0,0
TwoIfByTea,19-Feb,0,0,0
TwoIfByTea,19-Jan,0,0,0
TwoIfByTea,18-Dec,0,0,0
TwoIfByTea,18-Nov,0,0,0
TwoIfByTea,18-Oct,0,0,0
TwoIfByTea,18-Sep,0,0,0
TwoIfByTea,18-Aug,0,0,0
TwoIfByTea,18-Jul,0,0,0
TwoIfByTea,18-Jun,0,0,0
TwoIfByTea,18-May,0,0,0
TwoIfByTea,18-Apr,0,0,0
TwoIfByTea,18-Mar,0,0,0
TwoIfByTea,18-Feb,0,0,0
TwoIfByTea,18-Jan,0,0,0
TwoIfByTea,17-Dec,0,0,0
TwoIfByTea,17-Nov,0,0,0
TwoIfByTea,17-Oct,0,0,0
Apple&Eve,19-May,0,0,0
Apple&Eve,19-Apr,0,0,0
Apple&Eve,19-Mar,0,0,0
Apple&Eve,19-Feb,0,0,0
Apple&Eve,19-Jan,0,0,0
Apple&Eve,18-Dec,0,0,0
Apple&Eve,18-Nov,0,0,0
Apple&Eve,18-Oct,0,0,0
Apple&Eve,18-Sep,0,0,0
Apple&Eve,18-Aug,0,0,0
Apple&Eve,18-Jul,0,0,0
Apple&Eve,18-Jun,0,0,0
Apple&Eve,18-May,0,0,0
Apple&Eve,18-Apr,0,0,0
Apple&Eve,18-Mar,0,0,0
Apple&Eve,18-Feb,0,0,0
Apple&Eve,18-Jan,0,0,0
Apple&Eve,17-Dec,0,0,0
Apple&Eve,17-Nov,0,0,0
Apple&Eve,17-Oct,0,0,0
Apple and Eve,19-May,0,0,0
Apple and Eve,19-Apr,0,0,0
Apple and Eve,19-Mar,0,0,0
Apple and Eve,19-Feb,0,0,0
Apple and Eve,19-Jan,0,0,0
Apple and Eve,18-Dec,0,0,0
Apple and Eve,18-Nov,0,0,0
Apple and Eve,18-Oct,0,0,0
Apple and Eve,18-Sep,0,0,0
Apple and Eve,18-Aug,0,0,0
Apple and Eve,18-Jul,0,0,0
Apple and Eve,18-Jun,0,0,0
Apple and Eve,18-May,0,0,0
Apple and Eve,18-Apr,0,0,0
Apple and Eve,18-Mar,0,0,0
Apple and Eve,18-Feb,0,0,0
Apple and Eve,18-Jan,0,0,0
Apple and Eve,17-Dec,0,0,0
Apple and Eve,17-Nov,0,0,0
Apple and Eve,17-Oct,0,0,0
McDs,19-May,24,"38,962","10,631"
McDs,19-Apr,23,"86,155","52,605"
McDs,19-Mar,18,"126,515","75,283"
McDs,19-Feb,17,"14,340","5,340"
McDs,19-Jan,19,"112,124","52,001"
McDs,18-Dec,16,"101,649","57,777"
McDs,18-Nov,14,"94,462","44,869"
McDs,18-Oct,17,"10,512","3,828"
McDs,18-Sep,16,"119,615","58,102"
McDs,18-Aug,11,"6,148","2,986"
McDs,18-Jul,15,"7,129","3,577"
McDs,18-Jun,13,"11,254","7,221"
McDs,18-May,15,"22,782","14,791"
McDs,18-Apr,13,"3,102","1,471"
McDs,18-Mar,9,"1,783",826
McDs,18-Feb,11,"4,159","3,559"
McDs,18-Jan,8,"4,225","8,189"
McDs,17-Dec,8,"4,982","3,732"
McDs,17-Nov,8,"2,311","3,581"
McDs,17-Oct,9,"7,747","10,446"
BurgerKing,19-May,5,"16,198","4,102"
BurgerKing,19-Apr,10,"1,495,829","808,450"
BurgerKing,19-Mar,4,"24,255","11,767"
BurgerKing,19-Feb,5,"12,501","6,747"
BurgerKing,19-Jan,6,"26,170","12,642"
BurgerKing,18-Dec,7,"19,191","10,367"
BurgerKing,18-Nov,5,"21,275","10,519"
BurgerKing,18-Oct,5,679,330
BurgerKing,18-Sep,7,"25,282","7,414"
BurgerKing,18-Aug,4,"5,662","2,203"
BurgerKing,18-Jul,5,"4,329","1,790"
BurgerKing,18-Jun,3,"6,062","3,042"
BurgerKing,18-May,5,"4,841","2,502"
BurgerKing,18-Apr,4,"5,837","3,894"
BurgerKing,18-Mar,3,"4,294","2,026"
BurgerKing,18-Feb,4,"3,489","1,458"
BurgerKing,18-Jan,3,"2,838","1,278"
BurgerKing,17-Dec,5,"9,674","5,657"
BurgerKing,17-Nov,2,"2,612","1,331"
BurgerKing,17-Oct,5,"13,515","7,505"
TacoBell,19-May,18,"10,685","6,052"
TacoBell,19-Apr,20,"7,992","4,980"
TacoBell,19-Mar,11,"17,577","9,953"
TacoBell,19-Feb,9,"29,706","16,835"
TacoBell,19-Jan,14,"20,188","12,954"
TacoBell,18-Dec,14,"15,612","14,849"
TacoBell,18-Nov,9,"1,895",775
TacoBell,18-Oct,10,969,407
TacoBell,18-Sep,8,"4,418","1,203"
TacoBell,18-Aug,10,"3,127",996
TacoBell,18-Jul,8,"1,073",238
TacoBell,18-Jun,10,"2,966",806
TacoBell,18-May,10,"3,773","1,132"
TacoBell,18-Apr,5,"2,596","1,172"
TacoBell,18-Mar,9,"4,960","1,394"
TacoBell,18-Feb,8,"9,032","1,562"
TacoBell,18-Jan,5,"2,828",679
TacoBell,17-Dec,6,"4,482","1,760"
TacoBell,17-Nov,11,"4,390","2,218"
TacoBell,17-Oct,6,"1,829","1,047"
Dunkin’Donuts,19-May,0,0,0
Dunkin’Donuts,19-Apr,0,0,0
Dunkin’Donuts,19-Mar,0,0,0
Dunkin’Donuts,19-Feb,0,0,0
Dunkin’Donuts,19-Jan,0,0,0
Dunkin’Donuts,18-Dec,0,0,0
Dunkin’Donuts,18-Nov,0,0,0
Dunkin’Donuts,18-Oct,0,0,0
Dunkin’Donuts,18-Sep,0,0,0
Dunkin’Donuts,18-Aug,0,0,0
Dunkin’Donuts,18-Jul,0,0,0
Dunkin’Donuts,18-Jun,0,0,0
Dunkin’Donuts,18-May,0,0,0
Dunkin’Donuts,18-Apr,0,0,0
Dunkin’Donuts,18-Mar,0,0,0
Dunkin’Donuts,18-Feb,0,0,0
Dunkin’Donuts,18-Jan,0,0,0
Dunkin’Donuts,17-Dec,0,0,0
Dunkin’Donuts,17-Nov,0,0,0
Dunkin’Donuts,17-Oct,0,0,0
PizzaHut,19-May,11,"28,627","13,573"
PizzaHut,19-Apr,3,"2,079",734
PizzaHut,19-Mar,1,3,0
PizzaHut,19-Feb,3,"2,898","1,202"
PizzaHut,19-Jan,4,"4,691","2,311"
PizzaHut,18-Dec,3,"1,804",855
PizzaHut,18-Nov,2,20,3
PizzaHut,18-Oct,3,"1,593",767
PizzaHut,18-Sep,1,"1,125",414
PizzaHut,18-Aug,2,154,60
PizzaHut,18-Jul,4,"20,921","4,153"
PizzaHut,18-Jun,5,"91,940","12,773"
PizzaHut,18-May,3,247,150
PizzaHut,18-Apr,3,143,77
PizzaHut,18-Mar,2,96,24
PizzaHut,18-Feb,4,321,54
PizzaHut,18-Jan,1,340,39
PizzaHut,17-Dec,5,459,316
PizzaHut,17-Nov,1,18,21
PizzaHut,17-Oct,4,19,7
Pissa Hut,19-May,0,0,0
Pissa Hut,19-Apr,0,0,0
Pissa Hut,19-Mar,0,0,0
Pissa Hut,19-Feb,0,0,0
Pissa Hut,19-Jan,0,0,0
Pissa Hut,18-Dec,0,0,0
Pissa Hut,18-Nov,0,0,0
Pissa Hut,18-Oct,0,0,0
Pissa Hut,18-Sep,0,0,0
Pissa Hut,18-Aug,0,0,0
Pissa Hut,18-Jul,0,0,0
Pissa Hut,18-Jun,0,0,0
Pissa Hut,18-May,0,0,0
Pissa Hut,18-Apr,0,0,0
Pissa Hut,18-Mar,0,0,0
Pissa Hut,18-Feb,0,0,0
Pissa Hut,18-Jan,0,0,0
Pissa Hut,17-Dec,0,0,0
Pissa Hut,17-Nov,0,0,0
Pissa Hut,17-Oct,0,0,0
Chick fil A,19-May,12,373,185
Chick fil A,19-Apr,7,265,125
Chick fil A,19-Mar,3,252,50
Chick fil A,19-Feb,2,618,206
Chick fil A,19-Jan,3,56,13
Chick fil A,18-Dec,2,70,56
Chick fil A,18-Nov,3,370,106
Chick fil A,18-Oct,3,362,173
Chick fil A,18-Sep,5,465,244
Chick fil A,18-Aug,3,417,139
Chick fil A,18-Jul,4,285,104
Chick fil A,18-Jun,5,251,160
Chick fil A,18-May,2,451,186
Chick fil A,18-Apr,3,798,356
Chick fil A,18-Mar,1,323,104
Chick fil A,18-Feb,2,272,87
Chick fil A,18-Jan,3,60,8
Chick fil A,17-Dec,1,119,38
Chick fil A,17-Nov,1,177,82
Chick fil A,17-Oct,0,0,0
PaneraBread,19-May,2,10,10
PaneraBread,19-Apr,1,1,1
PaneraBread,19-Mar,1,2,5
PaneraBread,19-Feb,1,7,5
PaneraBread,19-Jan,0,0,0
PaneraBread,18-Dec,0,0,0
PaneraBread,18-Nov,1,1,3
PaneraBread,18-Oct,1,1,2
PaneraBread,18-Sep,1,51,42
PaneraBread,18-Aug,0,0,0
PaneraBread,18-Jul,1,0,0
PaneraBread,18-Jun,0,0,0
PaneraBread,18-May,0,0,0
PaneraBread,18-Apr,0,0,0
PaneraBread,18-Mar,2,"1,853",702
PaneraBread,18-Feb,1,839,353
PaneraBread,18-Jan,1,892,513
PaneraBread,17-Dec,1,334,119
PaneraBread,17-Nov,0,0,0
PaneraBread,17-Oct,1,941,378
JackintheBox,19-May,12,"352,681","172,181"
JackintheBox,19-Apr,10,"165,057","69,417"
JackintheBox,19-Mar,7,"97,802","37,599"
JackintheBox,19-Feb,6,"105,392","42,013"
JackintheBox,19-Jan,8,"248,928","168,981"
JackintheBox,18-Dec,8,"43,563","18,394"
JackintheBox,18-Nov,8,"250,695","131,981"
JackintheBox,18-Oct,6,"183,690","82,450"
JackintheBox,18-Sep,4,"230,032","101,653"
JackintheBox,18-Aug,5,"168,264","58,547"
JackintheBox,18-Jul,5,"174,803","73,934"
JackintheBox,18-Jun,5,"105,925","47,065"
JackintheBox,18-May,4,"70,415","32,915"
JackintheBox,18-Apr,5,"82,127","36,491"
JackintheBox,18-Mar,3,"122,013","53,665"
JackintheBox,18-Feb,4,"102,922","55,394"
JackintheBox,18-Jan,2,"40,779","11,051"
JackintheBox,17-Dec,3,"86,995","28,959"
JackintheBox,17-Nov,0,0,0
